Name,Subtitle,Description,Categories,Google Maps URL,Closed Permanently,Closed Temporarily,Phone,Website,Address,Located In,Street,Neighborhood,City,State,Country Code,Postal Code,Latitude,Longitude,Compiled,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Total Score,Count,Five Stars,Four Stars,Three Stars,Two Stars,One Star,Scraped When,Search String,Search URL (Loaded),Search URL,Page Rank,Place ID,Google+ Code,CID,FID
Cafe Elena,,,Breakfast restaurant,https://www.google.com/maps/search/?api=1&query=Cafe%20Elena&query_place_id=ChIJ_ZAinVqNOIgRJeGvCSVS8V4,False,False,(614) 754-8080,http://www.cafeelenas.com/,"2054 Crown Plaza Dr, Columbus, OH 43235",Crown Point,2054 Crown Plaza Dr,Northwest,Columbus,Ohio,US,43235.0,40.0654411,-83.0719671,"Monday: Closed
Tuesday: Closed
Wednesday: 8 AM to 3 PM
Thursday: 8 AM to 3 PM
Friday: 8 AM to 3 PM
Saturday: 7:30 AM to 2:30 PM
Sunday: 7:30 AM to 2:30 PM",Closed,Closed,8 AM to 3 PM,8 AM to 3 PM,8 AM to 3 PM,7:30 AM to 2:30 PM,7:30 AM to 2:30 PM,4.4,431,321,51,8,12,39,2024-06-10T17:16:08.418Z,Family-owned brunch place,"https://www.google.com/maps/search/Family-owned+brunch+place/@39.9570938,-83.1531782,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-owned%20brunch%20place/@39.9570938312029,-83.15317816040276,16z?hl=en",16,ChIJ_ZAinVqNOIgRJeGvCSVS8V4,"3W8H+56 Columbus, Ohio",6841339627982283045,0x88388d5a9d2290fd:0x5ef1522509afe125
Bleu & Fig,,,"Event venue, Caterer",https://www.google.com/maps/search/?api=1&query=Bleu%20%26%20Fig&query_place_id=ChIJr-nWN1-MOIgRPGIQOWzxsFU,False,False,(866) 253-8344,http://www.bleuandfig.com/,"4622 N High St, Columbus, OH 43214",,4622 N High St,Clintonville,Columbus,Ohio,US,43214.0,40.0566289,-83.0194472,"Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: Closed
Saturday: Closed
Sunday: Closed",,,,,,,,4.8,78,70,5,2,1,0,2024-06-10T17:16:30.251Z,Family-owned catering service,"https://www.google.com/maps/search/Family-owned+catering+service/@40.0884377,-82.8454116,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-owned%20catering%20service/@40.0884376751883,-82.84541158279761,16z?hl=en",13,ChIJr-nWN1-MOIgRPGIQOWzxsFU,"3X4J+M6 Columbus, Ohio",6174700536241087036,0x88388c5f37d6e9af:0x55b0f16c3910623c
Ms Vikki's Restaurant & Banquet,,,Caterer,https://www.google.com/maps/search/?api=1&query=Ms%20Vikki's%20Restaurant%20%26%20Banquet&query_place_id=ChIJlRUmm2iIOIgRSQIIHlebcoY,False,False,(614) 235-4997,,"2167 E Livingston Ave, Columbus, OH 43209",,2167 E Livingston Ave,Mid East,Columbus,Ohio,US,43209.0,39.9477664,-82.9391042,"Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: Closed
Saturday: Closed
Sunday: Closed",,,,,,,,4.4,79,56,13,4,1,5,2024-06-10T17:16:42.571Z,Family-owned catering service,"https://www.google.com/maps/search/Family-owned+catering+service/@40.0884377,-82.8454116,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-owned%20catering%20service/@40.0884376751883,-82.84541158279761,16z?hl=en",6,ChIJlRUmm2iIOIgRSQIIHlebcoY,"W3X6+49 Columbus, Ohio",9687976546895659593,0x883888689b261595:0x86729b571e080249
Steak 'n Shake,,Chain known for steakburgers & milkshakes offering a dinerlike space with retro flair.,"Hamburger restaurant, American restaurant",https://www.google.com/maps/search/?api=1&query=Steak%20'n%20Shake&query_place_id=ChIJr34U0sSQOIgRxeWadf2giqY,False,False,+1 614-851-8750,https://www.steaknshake.com/,"1100 Evans Way Ct, Columbus, OH 43228, United States",,1100 Evans Way Ct,Far West,Columbus,Ohio,US,43228.0,39.9735254,-83.1507656,"Monday: 10 AM to 10 PM
Tuesday: 10 AM to 10 PM
Wednesday: 10 AM to 10 PM
Thursday: 10 AM to 10 PM
Friday: 10 AM to 12 am
Saturday: 10 AM to 12 am
Sunday: 10 AM to 10 PM",10 AM to 10 PM,10 AM to 10 PM,10 AM to 10 PM,10 AM to 10 PM,10 AM to 12 am,10 AM to 12 am,10 AM to 10 PM,3.4,1809,605,388,275,136,405,2024-06-10T17:16:40.058Z,Family-owned restaurant,"https://www.google.com/maps/search/Family-owned+restaurant/@39.9570938,-83.1531782,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-owned%20restaurant/@39.9570938312029,-83.15317816040276,16z?hl=en",17,ChIJr34U0sSQOIgRxeWadf2giqY,"XRFX+CM Columbus, Ohio, USA",12000581167542363589,0x883890c4d2147eaf:0xa68aa0fd759ae5c5
Otterbein New Albany SeniorLife Neighborhood,,,"Nursing home, Mental health service, Non-profit organization, Occupational therapist, Physical therapist, Rehabilitation center, Aged care",https://www.google.com/maps/search/?api=1&query=Otterbein%20New%20Albany%20SeniorLife%20Neighborhood&query_place_id=ChIJq-LEtB5eOIgRA74KC_duScU,False,False,(614) 289-5100,https://otterbein.org/find-a-location/new-albany/,"6690 Liberation Way, New Albany, OH 43054",,6690 Liberation Way,West Albany,New Albany,Ohio,US,43054.0,40.0926697,-82.8382653,"Monday: 9 AM to 5 PM
Tuesday: 9 AM to 5 PM
Wednesday: 9 AM to 5 PM
Thursday: 9 AM to 5 PM
Friday: 9 AM to 5 PM
Saturday: 9 AM to 5 PM
Sunday: 9 AM to 5 PM",9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,3.4,29,14,2,4,0,9,2024-06-10T17:16:43.899Z,Family-owned catering service,"https://www.google.com/maps/search/Family-owned+catering+service/@40.0884377,-82.8454116,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-owned%20catering%20service/@40.0884376751883,-82.84541158279761,16z?hl=en",21,ChIJq-LEtB5eOIgRA74KC_duScU,"35V6+3M New Albany, Ohio",14216015706092912131,0x88385e1eb4c4e2ab:0xc5496ef70b0abe03
Chick-fil-A,,Fast-food chain serving chicken sandwiches & nuggets along with salads & sides.,"Fast food restaurant, Breakfast restaurant, Caterer, Chicken restaurant, Delivery service, Family restaurant",https://www.google.com/maps/search/?api=1&query=Chick-fil-A&query_place_id=ChIJpQKeo7mLOIgRnQ8WyDSKqnc,False,False,(614) 414-7222,https://www.chickfilacolumbusoh.com/,"3940 Morse Rd, Columbus, OH 43219",,3940 Morse Rd,Strawberry Farms,Columbus,Ohio,US,43219.0,40.0583018,-82.9115246,"Monday: 6:30 AM to 10 PM
Tuesday: 6:30 AM to 10 PM
Wednesday: 6:30 AM to 10 PM
Thursday: 6:30 AM to 10 PM
Friday: 6:30 AM to 10 PM
Saturday: 6:30 AM to 10 PM
Sunday: Closed",6:30 AM to 10 PM,6:30 AM to 10 PM,6:30 AM to 10 PM,6:30 AM to 10 PM,6:30 AM to 10 PM,6:30 AM to 10 PM,Closed,4.5,3642,2592,565,214,108,163,2024-06-10T17:16:43.601Z,Family-owned catering service,"https://www.google.com/maps/search/Family-owned+catering+service/@40.0884377,-82.8454116,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-owned%20catering%20service/@40.0884376751883,-82.84541158279761,16z?hl=en",17,ChIJpQKeo7mLOIgRnQ8WyDSKqnc,"335Q+89 Columbus, Ohio",8622856395854057373,0x88388bb9a39e02a5:0x77aa8a34c8160f9d
White Castle,,"Fast-food chain serving signature beef, chicken & fish sliders, plus extras such as onion rings.","Fast food restaurant, American restaurant, Breakfast restaurant, Hamburger restaurant, Restaurant",https://www.google.com/maps/search/?api=1&query=White%20Castle&query_place_id=ChIJ32XeotiQOIgRqV5kWyyn0DY,False,False,(614) 777-1590,http://www.whitecastle.com/,"1550 Hilliard Rome Rd, Hilliard, OH 43026",Westpointe Plaza,1550 Hilliard Rome Rd,Far West,Hilliard,Ohio,US,43026.0,39.9832886,-83.1500697,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.1,1299,707,287,152,64,89,2024-06-10T17:16:45.002Z,Family-owned restaurant,"https://www.google.com/maps/search/Family-owned+restaurant/@39.9570938,-83.1531782,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-owned%20restaurant/@39.9570938312029,-83.15317816040276,16z?hl=en",11,ChIJ32XeotiQOIgRqV5kWyyn0DY,"XRMX+8X Hilliard, Ohio",3949840682157629097,0x883890d8a2de65df:0x36d0a72c5b645ea9
Skyline Chili,,Basic sit-down chain known for diner-style dishes garnished with signature Greek chili.,"Restaurant, Diner, Fast food restaurant, Greek restaurant",https://www.google.com/maps/search/?api=1&query=Skyline%20Chili&query_place_id=ChIJt88-gyaROIgRNVrsRJIhtdA,False,False,(614) 529-1548,https://locations.skylinechili.com/skyline-chili-878d36ecd7ee?y_source=1_OTMxNjA0OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"1790 Hilliard Rome Rd, Columbus, OH 43026",Market At Hilliard,1790 Hilliard Rome Rd,Far West,Columbus,Ohio,US,43026.0,39.9889498,-83.1508546,"Monday: 10:30 AM to 10 PM
Tuesday: 10:30 AM to 10 PM
Wednesday: 10:30 AM to 10 PM
Thursday: 10:30 AM to 10 PM
Friday: 10:30 AM to 10 PM
Saturday: 10:30 AM to 10 PM
Sunday: 11 AM to 9 PM",10:30 AM to 10 PM,10:30 AM to 10 PM,10:30 AM to 10 PM,10:30 AM to 10 PM,10:30 AM to 10 PM,10:30 AM to 10 PM,11 AM to 9 PM,4.5,1017,683,219,63,12,40,2024-06-10T17:16:47.301Z,Family-owned restaurant,"https://www.google.com/maps/search/Family-owned+restaurant/@39.9570938,-83.1531782,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-owned%20restaurant/@39.9570938312029,-83.15317816040276,16z?hl=en",16,ChIJt88-gyaROIgRNVrsRJIhtdA,"XRQX+HM Columbus, Ohio",15038963442778921525,0x88389126833ecfb7:0xd0b5219244ec5a35
Olive Garden Italian Restaurant,,"Lively, family-friendly chain featuring Italian standards such as pastas & salads.","Italian restaurant, Caterer, Family restaurant, Gluten-free restaurant, Takeaway, Mediterranean restaurant, Seafood restaurant, Soup restaurant, Wine bar",https://www.google.com/maps/search/?api=1&query=Olive%20Garden%20Italian%20Restaurant&query_place_id=ChIJB4I6O9-QOIgRH36gFS8vQ1I,False,False,+1 614-850-0001,https://www.olivegarden.com/locations/oh/columbus/hilliard/4457?cmpid=br:og_ag:ie_ch:loc_ca:OGGMB_sn:gmb_gt:columbus-oh-4457_pl:locurl_rd:1798,"5450 Renner Rd, Columbus, OH 43228, United States",Westpointe Plaza,5450 Renner Rd,Far West,Columbus,Ohio,US,43228.0,39.982,-83.14793,"Monday: 11 AM to 10 PM
Tuesday: 11 AM to 10 PM
Wednesday: 11 AM to 10 PM
Thursday: 11 AM to 10 PM
Friday: 11 AM to 11 PM
Saturday: 11 AM to 11 PM
Sunday: 11 AM to 10 PM",11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 11 PM,11 AM to 11 PM,11 AM to 10 PM,4.4,2851,1762,707,203,77,102,2024-06-10T17:16:56.959Z,Family-owned restaurant,"https://www.google.com/maps/search/Family-owned+restaurant/@39.9570938,-83.1531782,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-owned%20restaurant/@39.9570938312029,-83.15317816040276,16z?hl=en",4,ChIJB4I6O9-QOIgRH36gFS8vQ1I,"XVJ2+QR Columbus, Ohio, USA",5927633413822512671,0x883890df3b3a8207:0x52432f2f15a07e1f
Spiros,,,Diner,https://www.google.com/maps/search/?api=1&query=Spiros&query_place_id=ChIJQwu8QimOOIgRNxUSntg66wA,False,False,+1 614-481-8448,https://spirosrestaurantandbar.com/,"2958 McKinley Ave, Columbus, OH 43204, United States",,2958 McKinley Ave,Marble Cliff Crossing,Columbus,Ohio,US,43204.0,39.9860086,-83.0753954,"Monday: 7 AM to 2 PM
Tuesday: 7 AM to 2 PM
Wednesday: 7 AM to 2 PM
Thursday: 7 AM to 2 PM
Friday: 7 AM to 2 PM
Saturday: 7 AM to 2 PM
Sunday: Closed",7 AM to 2 PM,7 AM to 2 PM,7 AM to 2 PM,7 AM to 2 PM,7 AM to 2 PM,7 AM to 2 PM,Closed,4.3,200,128,42,10,10,10,2024-06-10T17:17:07.990Z,Family-owned restaurant,"https://www.google.com/maps/search/Family-owned+restaurant/@40.0227658,-83.1018837,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-owned%20restaurant/@40.0227657531956,-83.1018837308019,16z?hl=en",13,ChIJQwu8QimOOIgRNxUSntg66wA,"XWPF+CR Columbus, Ohio, USA",66211321566336311,0x88388e2942bc0b43:0xeb3ad89e121537
A Matter of Steak - Hilliard,,,Cheesesteak restaurant,https://www.google.com/maps/search/?api=1&query=A%20Matter%20of%20Steak%20-%20Hilliard&query_place_id=ChIJb31YGziROIgRZSjQ_FktS5Y,False,False,+1 614-219-7878,https://amatterofsteak.com/,"2608 Hilliard Rome Rd, Hilliard, OH 43026, United States",Hilliard Rome Square,2608 Hilliard Rome Rd,Far West,Hilliard,Ohio,US,43026.0,40.0045495,-83.1532535,"Monday: 11 AM to 8 PM
Tuesday: 11 AM to 8 PM
Wednesday: 11 AM to 8 PM
Thursday: 11 AM to 8 PM
Friday: 11 AM to 8 PM
Saturday: 11 AM to 8 PM
Sunday: Closed",11 AM to 8 PM,11 AM to 8 PM,11 AM to 8 PM,11 AM to 8 PM,11 AM to 8 PM,11 AM to 8 PM,Closed,4.5,139,99,24,8,4,4,2024-06-10T17:17:07.227Z,Family-owned restaurant,"https://www.google.com/maps/search/Family-owned+restaurant/@40.0227658,-83.1018837,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-owned%20restaurant/@40.0227657531956,-83.1018837308019,16z?hl=en",12,ChIJb31YGziROIgRZSjQ_FktS5Y,"2R3W+RM Hilliard, Ohio, USA",10829799593459329125,0x883891381b587d6f:0x964b2d59fcd02865
Roadhouse Wings & Grille,,Chicken wings are prepared with a variety of sauces & spice levels at this casual strip-mall outfit.,Restaurant,https://www.google.com/maps/search/?api=1&query=Roadhouse%20Wings%20%26%20Grille&query_place_id=ChIJf9m-YDqROIgRijOYObPyyGM,False,False,+1 614-529-9399,http://roadhousewingsandgrille.com/,"2177 Hilliard Rome Rd, Hilliard, OH 43026, United States",,2177 Hilliard Rome Rd,Sweetwater,Hilliard,Ohio,US,43026.0,39.9956096,-83.1532352,"Monday: 11 AM to 9 PM
Tuesday: 11 AM to 9 PM
Wednesday: 11 AM to 9:30 PM
Thursday: 11 AM to 9:30 PM
Friday: 11 AM to 10 PM
Saturday: 11 AM to 10 PM
Sunday: 12 to 7:30 PM",11 AM to 9 PM,11 AM to 9 PM,11 AM to 9:30 PM,11 AM to 9:30 PM,11 AM to 10 PM,11 AM to 10 PM,12 to 7:30 PM,4.5,521,397,64,24,13,23,2024-06-10T17:17:14.823Z,Family-owned restaurant,"https://www.google.com/maps/search/Family-owned+restaurant/@40.0227658,-83.1018837,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-owned%20restaurant/@40.0227657531956,-83.1018837308019,16z?hl=en",7,ChIJf9m-YDqROIgRijOYObPyyGM,"XRWW+6P Hilliard, Ohio, USA",7190263656676340618,0x8838913a60bed97f:0x63c8f2b33998338a
Columbus Food Adventures,,,"Tour operator, Corporate entertainment service, Event Planning Service, Gift shop",https://www.google.com/maps/search/?api=1&query=Columbus%20Food%20Adventures&query_place_id=ChIJuYkvIdyOOIgR7PGpHxRQ5N4,False,False,+1 614-440-3177,http://columbusfoodadventures.com/,"201 W Hubbard Ave, Columbus, OH 43215, United States",,201 W Hubbard Ave,Victorian Village,Columbus,Ohio,US,43215.0,39.9782493,-83.0093862,"Monday: 9 AM to 5 PM
Tuesday: 9 AM to 5 PM
Wednesday: 9 AM to 5 PM
Thursday: 9 AM to 5 PM
Friday: 9 AM to 5 PM
Saturday: 9 AM to 5 PM
Sunday: 10 AM to 5 PM",9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,10 AM to 5 PM,4.9,296,284,8,2,0,2,2024-06-10T17:17:27.045Z,Family-owned catering service,"https://www.google.com/maps/search/Family-owned+catering+service/@39.9833626,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-owned%20catering%20service/@39.98336259999998,-82.99929487160018,16z?hl=en",25,ChIJuYkvIdyOOIgR7PGpHxRQ5N4,"XXHR+76 Columbus, Ohio, USA",16061050218470830572,0x88388edc212f89b9:0xdee450141fa9f1ec
La Chapis Food Truck,,,Mexican restaurant,https://www.google.com/maps/search/?api=1&query=La%20Chapis%20Food%20Truck&query_place_id=ChIJG7a8vX2POIgRO0Qn6Xl58Ts,False,False,+1 614-705-9764,,"184 W 5th Ave, Columbus, OH 43201, United States",Victorian Village Beer & Wine Market,184 W 5th Ave,University District,Columbus,Ohio,US,43201.0,39.9876891,-83.0105747,"Monday: 11 AM to 9 PM
Tuesday: 11 AM to 9 PM
Wednesday: 11 AM to 9 PM
Thursday: 11 AM to 9 PM
Friday: 11 AM to 9 PM
Saturday: 11 AM to 11 PM
Sunday: 9 AM to 6 PM",11 AM to 9 PM,11 AM to 9 PM,11 AM to 9 PM,11 AM to 9 PM,11 AM to 9 PM,11 AM to 11 PM,9 AM to 6 PM,4.8,50,47,1,0,0,2,2024-06-10T17:17:25.529Z,Family-owned catering service,"https://www.google.com/maps/search/Family-owned+catering+service/@39.9833626,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-owned%20catering%20service/@39.98336259999998,-82.99929487160018,16z?hl=en",30,ChIJG7a8vX2POIgRO0Qn6Xl58Ts,"XXQQ+3Q Columbus, Ohio, USA",4319367082134684731,0x88388f7dbdbcb61b:0x3bf17979e927443b
The Honey Baked Ham Company,,"Family-owned chain selling ready-to-serve smoked hams, plus turkeys, roasts, side dishes & desserts.","Deli, Box lunch supplier, Caterer, Gift shop, Gourmet grocery store, Delivery Restaurant, Restaurant, Sandwich shop",https://www.google.com/maps/search/?api=1&query=The%20Honey%20Baked%20Ham%20Company&query_place_id=ChIJWaSA8Xj0OIgR3pOZnu1zrjg,False,False,(614) 880-9900,https://www.honeybaked.com/stores/2521,"1374 Polaris Pkwy, Columbus, OH 43240",Polaris Fashion Place,1374 Polaris Pkwy,Far North,Columbus,Ohio,US,43240.0,40.1420919,-82.9814215,"Monday: 10 AM to 6 PM
Tuesday: 10 AM to 6 PM
Wednesday: 10 AM to 6 PM
Thursday: 10 AM to 6 PM
Friday: 10 AM to 6 PM
Saturday: 10 AM to 5 PM
Sunday: Closed",10 AM to 6 PM,10 AM to 6 PM,10 AM to 6 PM,10 AM to 6 PM,10 AM to 6 PM,10 AM to 5 PM,Closed,4.2,216,125,47,17,11,16,2024-06-10T17:17:34.511Z,Family-owned catering service,"https://www.google.com/maps/search/Family-owned+catering+service/@40.0753033,-83.016393,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-owned%20catering%20service/@40.07530329078976,-83.01639301480047,16z?hl=en",20,ChIJWaSA8Xj0OIgR3pOZnu1zrjg,"42R9+RC Columbus, Ohio",4084329376476926942,0x8838f478f180a459:0x38ae73ed9e9993de
Kickin Chicken Mobile,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Kickin%20Chicken%20Mobile&query_place_id=ChIJ__8zNJ-MOIgRHo-SlbMX738,False,False,(614) 396-7085,http://kickinchickenmobile.com/,"5413 Sinclair Rd, Columbus, OH 43229",,5413 Sinclair Rd,Salem Village,Columbus,Ohio,US,43229.0,40.0755771,-82.9982696,"Monday: 11 AM to 8 PM
Tuesday: 11 AM to 8 PM
Wednesday: 11 AM to 8 PM
Thursday: 11 AM to 8 PM
Friday: 11 AM to 8 PM
Saturday: 11 AM to 8 PM
Sunday: Closed",11 AM to 8 PM,11 AM to 8 PM,11 AM to 8 PM,11 AM to 8 PM,11 AM to 8 PM,11 AM to 8 PM,Closed,4.1,205,140,20,4,4,37,2024-06-10T17:17:35.802Z,Family-owned catering service,"https://www.google.com/maps/search/Family-owned+catering+service/@40.0753033,-83.016393,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-owned%20catering%20service/@40.07530329078976,-83.01639301480047,16z?hl=en",15,ChIJ__8zNJ-MOIgRHo-SlbMX738,"32G2+6M Columbus, Ohio",9218613022326689566,0x88388c9f3433ffff:0x7fef17b395928f1e
The Island Express Grill,,,Caribbean restaurant,https://www.google.com/maps/search/?api=1&query=The%20Island%20Express%20Grill&query_place_id=ChIJZS2HEBiJOIgRgGJvgYcgbRY,False,False,(614) 948-9127,https://www.theislandexpressgrill.com/,"1282 Essex Ave, Columbus, OH 43201",,1282 Essex Ave,Milo-Grogan,Columbus,Ohio,US,43201.0,39.9902777,-82.9868629,"Monday: 11 AM to 12 AM
Tuesday: 11 AM to 12 AM
Wednesday: 11 AM to 12 AM
Thursday: 11 AM to 2 AM
Friday: 11 AM to 2 AM
Saturday: 11 AM to 2 AM
Sunday: 11 AM to 2 AM",11 AM to 12 AM,11 AM to 12 AM,11 AM to 12 AM,11 AM to 2 AM,11 AM to 2 AM,11 AM to 2 AM,11 AM to 2 AM,4.8,11,10,0,1,0,0,2024-06-10T17:17:35.805Z,Family-owned catering service,"https://www.google.com/maps/search/Family-owned%20catering%20service/@39.98336259999998,-82.99929487160018,16z?hl=en","https://www.google.com/maps/search/Family-owned%20catering%20service/@39.98336259999998,-82.99929487160018,16z?hl=en",15,ChIJZS2HEBiJOIgRgGJvgYcgbRY,"X2R7+47 Columbus, Ohio",1615983607660110464,0x8838891810872d65:0x166d2087816f6280
Chick-fil-A,,Fast-food chain serving chicken sandwiches & nuggets along with salads & sides.,"Fast food restaurant, Breakfast restaurant, Caterer, Chicken restaurant, Delivery service, Family restaurant",https://www.google.com/maps/search/?api=1&query=Chick-fil-A&query_place_id=ChIJay4UUySROIgROLqUK34cq7w,False,False,(614) 771-9650,https://www.chick-fil-a.com/locations/oh/market-of-hilliard?utm_source=yext&utm_medium=link,"1988 Hilliard Rome Rd, Hilliard, OH 43026",Market At Hilliard,1988 Hilliard Rome Rd,Far West,Hilliard,Ohio,US,43026.0,39.9913451,-83.1512022,"Monday: 6:30 AM to 10 PM
Tuesday: 6:30 AM to 10 PM
Wednesday: 6:30 AM to 10 PM
Thursday: 6:30 AM to 10 PM
Friday: 6:30 AM to 10 PM
Saturday: 6:30 AM to 10 PM
Sunday: Closed",6:30 AM to 10 PM,6:30 AM to 10 PM,6:30 AM to 10 PM,6:30 AM to 10 PM,6:30 AM to 10 PM,6:30 AM to 10 PM,Closed,4.5,2426,1748,371,121,61,125,2024-06-10T17:17:35.902Z,Family-owned restaurant,"https://www.google.com/maps/search/Family-owned+restaurant/@39.9570938,-83.1531782,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-owned%20restaurant/@39.9570938312029,-83.15317816040276,16z?hl=en",13,ChIJay4UUySROIgROLqUK34cq7w,"XRRX+GG Hilliard, Ohio",13594991228370598456,0x8838912453142e6b:0xbcab1c7e2b94ba38
Columbus Food Hall,,,"Restaurant, Food court",https://www.google.com/maps/search/?api=1&query=Columbus%20Food%20Hall&query_place_id=ChIJ_Y8gNAWJOIgRiYoeOkR2YAY,False,False,,https://columbusfoodhall.com/,"1282 Essex Ave, Columbus, OH 43201",,1282 Essex Ave,Milo-Grogan,Columbus,Ohio,US,43201.0,39.9902777,-82.9868629,"Monday: 9 AM to 2 AM
Tuesday: 9 AM to 2 AM
Wednesday: 9 AM to 2 AM
Thursday: 9 AM to 2 AM
Friday: 9 AM to 3 AM
Saturday: 9 AM to 3 AM
Sunday: 9 AM to 1 AM",9 AM to 2 AM,9 AM to 2 AM,9 AM to 2 AM,9 AM to 2 AM,9 AM to 3 AM,9 AM to 3 AM,9 AM to 1 AM,4.6,156,117,26,7,0,6,2024-06-10T17:17:35.881Z,Family-owned catering service,"https://www.google.com/maps/search/Family-owned%20catering%20service/@39.98336259999998,-82.99929487160018,16z?hl=en","https://www.google.com/maps/search/Family-owned%20catering%20service/@39.98336259999998,-82.99929487160018,16z?hl=en",14,ChIJ_Y8gNAWJOIgRiYoeOkR2YAY,"X2R7+47 Columbus, Ohio",459497197396724361,0x8838890534208ffd:0x66076443a1e8a89
